Customer.Code,Customer.Name,Tier,Potential,Adoption,Planned.Interaction,Actual.Interaction,DiffInteraction,Total,Potential_norm,Adoption_norm,DiffInteraction_norm,Tier_norm,Total_norm,Province,ZipCode
394668,Apothek_394668,2,M,C,2,5,3,NA,0.5,0,0.857142857,0.5,NA,Brabant,3200
420229,Apothek_420229,3,M,C,1,1,0,NA,0.5,0,0.428571429,0,NA,Brabant,3300
733585,Apothek_733585,2,M,B,2,3,1,815,0.5,0.5,0.571428571,0.5,0.001509475,Brabant,3053
765292,Apothek_765292,1,M,A,3,1,-2,48875,0.5,1,0.142857143,1,0.095480177,Brabant,3300
606903,Apothek_606903,1,M,A,3,3,0,NA,0.5,1,0.428571429,1,NA,Brabant,3071
365765,Apothek_365765,1,M,B,3,4,1,40249,0.5,0.5,0.571428571,1,0.078613942,Brabant,3470
854675,Apothek_854675,2,M,C,2,1,-1,1891,0.5,0,0.285714286,0.5,0.003613355,Brabant,3020
472294,Apothek_472294,3,M,C,1,0,-1,28069,0.5,0,0.285714286,0,0.054798645,Brabant,3000
578501,Apothek_578501,3,L,C,1,1,0,NA,0,0,0.428571429,0,NA,Brabant,3290
281800,Apothek_281800,1,H,B,3,5,2,24069,1,0.5,0.714285714,1,0.04697753,Brabant,3290
505663,Apothek_505663,1,H,A,3,3,0,NA,1,1,0.428571429,1,NA,Brabant,3150
810750,Apothek_810750,3,L,B,1,2,1,NA,0,0.5,0.571428571,0,NA,Brabant,3404
833853,Apothek_833853,1,H,A,3,3,0,21604,1,1,0.428571429,1,0.042157768,Brabant,3400
284274,Apothek_284274,2,M,B,2,1,-1,32992,0.5,0.5,0.285714286,0.5,0.064424483,Brabant,3191
760953,Apothek_760953,2,M,B,2,2,0,9074,0.5,0.5,0.428571429,0.5,0.017658123,Brabant,3110
868298,Apothek_868298,2,M,B,2,0,-2,33748,0.5,0.5,0.142857143,0.5,0.065902674,Brabant,3200
525250,Apothek_525250,2,M,C,2,2,0,24899,0.5,0,0.428571429,0.5,0.048600411,Brabant,3191
759678,Apothek_759678,3,L,C,1,4,3,18264,0,0,0.857142857,0,0.035627136,Brabant,3200
546366,Apothek_546366,3,L,A,1,4,3,NA,0,1,0.857142857,0,NA,Brabant,3321
803102,Apothek_803102,2,M,B,2,4,2,NA,0.5,0.5,0.714285714,0.5,NA,Brabant,3471
197997,Apothek_197997,1,H,B,3,0,-3,57904,1,0.5,0,1,0.11313439,Brabant,3040
688001,Apothek_688001,3,L,B,1,0,-1,87217,0,0.5,0.285714286,0,0.17044948,Brabant,3140
440986,Apothek_440986,1,M,A,3,3,0,38519,0.5,1,0.428571429,1,0.075231309,Brabant,3450
885194,Apothek_885194,2,M,B,2,3,1,26653,0.5,0.5,0.571428571,0.5,0.052029971,Brabant,3000
900021,Apothek_900021,1,M,A,3,5,2,37061,0.5,1,0.714285714,1,0.072380513,Brabant,3440
594701,Apothek_594701,3,L,A,1,1,0,33540,0,1,0.428571429,0,0.065495976,Brabant,3440
691733,Apothek_691733,1,H,C,3,4,1,NA,1,0,0.571428571,1,NA,Brabant,3001
506448,Apothek_506448,2,M,B,2,0,-2,18765,0.5,0.5,0.142857143,0.5,0.036606731,Brabant,3391
346847,Apothek_346847,2,M,C,2,0,-2,NA,0.5,0,0.142857143,0.5,NA,Brabant,3060
555121,Apothek_555121,3,L,B,1,0,-1,54728,0,0.5,0.285714286,0,0.106924425,Brabant,3020
723353,Apothek_723353,3,L,B,1,3,2,NA,0,0.5,0.714285714,0,NA,Brabant,3001
448904,Apothek_448904,3,L,C,1,1,0,NA,0,0,0.428571429,0,NA,Brabant,3300
328587,Apothek_328587,3,M,A,1,3,2,NA,0.5,1,0.714285714,0,NA,Brabant,3300
390290,Apothek_390290,2,M,B,2,2,0,59686,0.5,0.5,0.428571429,0.5,0.116618697,Brabant,3350
666813,Apothek_666813,2,M,B,2,1,-1,NA,0.5,0.5,0.285714286,0.5,NA,Brabant,3090
566781,Apothek_566781,3,L,C,1,0,-1,15111,0,0,0.285714286,0,0.029462142,Brabant,3211
415521,Apothek_415521,1,H,B,3,1,-2,66944,1,0.5,0.142857143,1,0.130810111,Brabant,3210
867936,Apothek_867936,1,M,A,3,4,1,34370,0.5,1,0.571428571,1,0.067118857,Brabant,3210
988654,Apothek_988654,1,M,A,3,1,-2,25136,0.5,1,0.142857143,1,0.049063812,Brabant,3300
290211,Apothek_290211,1,M,A,3,2,-1,30890,0.5,1,0.285714286,1,0.060314487,Brabant,3212
555736,Apothek_555736,3,L,C,1,2,1,NA,0,0,0.571428571,0,NA,Brabant,3000
778762,Apothek_778762,1,H,C,3,1,-2,69141,1,0,0.142857143,1,0.135105859,Brabant,3010
335488,Apothek_335488,2,M,B,2,1,-1,21312,0.5,0.5,0.285714286,0.5,0.041586826,Brabant,3320
797176,Apothek_797176,1,M,A,3,2,-1,34079,0.5,1,0.285714286,1,0.066549871,Brabant,3000
888716,Apothek_888716,1,M,A,3,3,0,38033,0.5,1,0.428571429,1,0.074281044,Brabant,3040
376629,Apothek_376629,3,L,C,1,0,-1,NA,0,0,0.285714286,0,NA,Brabant,3290
974017,Apothek_974017,2,M,B,2,3,1,15241,0.5,0.5,0.571428571,0.5,0.029716328,Brabant,3052
233693,Apothek_233693,2,M,C,2,0,-2,NA,0.5,0,0.142857143,0.5,NA,Brabant,3221
299185,Apothek_299185,2,H,C,2,3,1,39800,1,0,0.571428571,0.5,0.077736022,Brabant,3400
185972,Apothek_185972,2,M,B,2,2,0,NA,0.5,0.5,0.428571429,0.5,NA,Brabant,3191
550379,Apothek_550379,1,M,A,3,2,-1,8668,0.5,1,0.285714286,1,0.01686428,Brabant,3078
190305,Apothek_190305,2,M,C,2,4,2,21428,0.5,0,0.714285714,0.5,0.041813638,Brabant,3120
323542,Apothek_323542,3,L,C,1,2,1,13150,0,0,0.571428571,0,0.02562784,Brabant,3120
531671,Apothek_531671,2,M,B,2,2,0,37255,0.5,0.5,0.428571429,0.5,0.072759837,Brabant,3370
101775,Apothek_101775,1,H,B,3,5,2,85312,1,0.5,0.714285714,1,0.166724673,Brabant,3128
160324,Apothek_160324,1,H,B,3,1,-2,55659,1,0.5,0.142857143,1,0.108744789,Brabant,3400
141994,Apothek_141994,3,L,B,1,0,-1,44510,0,0.5,0.285714286,0,0.086945385,Brabant,3001
376222,Apothek_376222,3,M,B,1,1,0,NA,0.5,0.5,0.428571429,0,NA,Brabant,3300
734420,Apothek_734420,1,H,B,3,5,2,26666,1,0.5,0.714285714,1,0.052055389,Brabant,3272
817356,Apothek_817356,3,M,B,1,3,2,43099,0.5,0.5,0.714285714,0,0.084186487,Brabant,3020
171332,Apothek_171332,3,M,C,1,0,-1,NA,0.5,0,0.285714286,0,NA,Brabant,3020
351819,Apothek_351819,1,H,C,3,2,-1,42661,1,0,0.285714286,1,0.083330075,Brabant,3130
763607,Apothek_763607,1,H,C,3,2,-1,28433,1,0,0.285714286,1,0.055510367,Brabant,3220
853792,Apothek_853792,3,L,A,1,2,1,9965,0,1,0.571428571,0,0.019400277,Brabant,3380
267189,Apothek_267189,2,M,B,2,0,-2,NA,0.5,0.5,0.142857143,0.5,NA,Brabant,3473
254634,Apothek_254634,2,M,C,2,5,3,18730,0.5,0,0.857142857,0.5,0.036538296,Brabant,3271
393355,Apothek_393355,3,L,B,1,0,-1,45350,0,0.5,0.285714286,0,0.088587819,Brabant,3300
623396,Apothek_623396,1,H,B,3,1,-2,25636,1,0.5,0.142857143,1,0.050041452,Brabant,3070
514250,Apothek_514250,2,M,B,2,2,0,20596,0.5,0.5,0.428571429,0.5,0.040186846,Brabant,3140
466847,Apothek_466847,1,H,C,3,1,-2,52887,1,0,0.142857143,1,0.103324756,Brabant,3270
269242,Apothek_269242,2,H,C,2,4,2,15520,1,0,0.714285714,0.5,0.030261851,Brabant,3272
731522,Apothek_731522,1,H,C,3,2,-1,21682,1,0,0.285714286,1,0.042310279,Brabant,3390
567728,Apothek_567728,2,M,C,2,0,-2,36884,0.5,0,0.142857143,0.5,0.072034429,Brabant,3020
131314,Apothek_131314,2,H,B,2,1,-1,19127,1,0.5,0.285714286,0.5,0.037314542,Brabant,3290
103002,Apothek_103002,2,M,B,2,5,3,NA,0.5,0.5,0.857142857,0.5,NA,Brabant,3071
509028,Apothek_509028,1,H,B,3,2,-1,5503,1,0.5,0.285714286,1,0.010675823,Brabant,3078
840223,Apothek_840223,3,M,B,1,5,4,NA,0.5,0.5,1,0,NA,Brabant,3294
890969,Apothek_890969,1,M,A,3,5,2,22939,0.5,1,0.714285714,1,0.044768065,Brabant,3370
965728,Apothek_965728,3,M,C,1,2,1,29959,0.5,0,0.571428571,0,0.058494122,Brabant,3130
725949,Apothek_725949,1,H,C,3,0,-3,1409,1,0,0,1,0.002670911,Brabant,3201
535366,Apothek_535366,1,H,C,3,0,-3,NA,1,0,0,1,NA,Brabant,3390
849036,Apothek_849036,2,M,B,2,3,1,15847,0.5,0.5,0.571428571,0.5,0.030901227,Brabant,3300
216940,Apothek_216940,1,H,A,3,3,0,53605,1,1,0.428571429,1,0.104728646,Brabant,3090
257707,Apothek_257707,2,M,C,2,0,-2,NA,0.5,0,0.142857143,0.5,NA,Brabant,3010
659229,Apothek_659229,2,M,B,2,5,3,17266,0.5,0.5,0.857142857,0.5,0.033675768,Brabant,3080
615958,Apothek_615958,3,L,C,1,3,2,NA,0,0,0.714285714,0,NA,Brabant,3140
976198,Apothek_976198,1,M,A,3,0,-3,20990,0.5,1,0,1,0.040957226,Brabant,3300
929041,Apothek_929041,2,M,C,2,2,0,NA,0.5,0,0.428571429,0.5,NA,Brabant,3360
638364,Apothek_638364,3,L,B,1,0,-1,NA,0,0.5,0.285714286,0,NA,Brabant,3078
465721,Apothek_465721,2,M,B,2,3,1,3755,0.5,0.5,0.571428571,0.5,0.007257995,Brabant,3300
652691,Apothek_652691,2,M,C,2,4,2,730,0.5,0,0.714285714,0.5,0.001343277,Brabant,3000
872510,Apothek_872510,1,H,C,3,4,1,NA,1,0,0.571428571,1,NA,Brabant,3020
924557,Apothek_924557,1,M,A,3,2,-1,NA,0.5,1,0.285714286,1,NA,Brabant,3300
504844,Apothek_504844,1,H,B,3,0,-3,7563,1,0.5,0,1,0.014703697,Brabant,3202
941812,Apothek_941812,3,L,A,1,1,0,32716,0,1,0.428571429,0,0.063884826,Brabant,3300
924020,Apothek_924020,2,M,C,2,0,-2,20304,0.5,0,0.142857143,0.5,0.039615905,Brabant,3118
596726,Apothek_596726,1,H,C,3,0,-3,NA,1,0,0,1,NA,Brabant,3150
745668,Apothek_745668,2,M,B,2,3,1,50764,0.5,0.5,0.571428571,0.5,0.099173699,Brabant,3012
807509,Apothek_807509,2,H,B,2,2,0,42836,1,0.5,0.428571429,0.5,0.083672248,Brabant,3201
653700,Apothek_653700,1,H,B,3,3,0,NA,1,0.5,0.428571429,1,NA,Brabant,3150
111387,Apothek_111387,2,M,C,2,3,1,15008,0.5,0,0.571428571,0.5,0.029260748,Brabant,3460
967054,Apothek_967054,3,L,B,1,2,1,11825,0,0.5,0.571428571,0,0.023037096,Brabant,3271
294215,Apothek_294215,1,M,A,3,5,2,42806,0.5,1,0.714285714,1,0.08361359,Brabant,3090
953152,Apothek_953152,1,M,A,3,1,-2,29599,0.5,1,0.142857143,1,0.057790222,Brabant,3200
989714,Apothek_989714,1,H,B,3,2,-1,60746,1,0.5,0.285714286,1,0.118691293,Brabant,3370
141028,Apothek_141028,1,H,B,3,2,-1,42121,1,0.5,0.285714286,1,0.082274224,Brabant,3090
846077,Apothek_846077,3,M,B,1,4,3,NA,0.5,0.5,0.857142857,0,NA,Brabant,3200
818436,Apothek_818436,3,L,C,1,3,2,NA,0,0,0.714285714,0,NA,Brabant,3200
424486,Apothek_424486,3,M,C,1,5,4,NA,0.5,0,1,0,NA,Brabant,3290
934340,Apothek_934340,3,L,B,1,3,2,NA,0,0.5,0.714285714,0,NA,Brabant,3001
302117,Apothek_302117,3,H,B,1,3,2,NA,1,0.5,0.714285714,0,NA,Brabant,3010
585545,Apothek_585545,3,M,C,1,0,-1,NA,0.5,0,0.285714286,0,NA,Brabant,3010
714765,Apothek_714765,3,L,B,1,5,4,NA,0,0.5,1,0,NA,Brabant,3000
612361,Apothek_612361,3,L,C,1,3,2,NA,0,0,0.714285714,0,NA,Brabant,3000
477716,Apothek_477716,3,H,B,1,4,3,NA,1,0.5,0.857142857,0,NA,Brabant,3000
290327,Apothek_290327,3,M,A,1,5,4,NA,0.5,1,1,0,NA,Brabant,3050
448739,Apothek_448739,1,M,B,3,5,2,NA,0.5,0.5,0.714285714,1,NA,Brabant,3150
610416,Apothek_610416,2,M,C,2,1,-1,NA,0.5,0,0.285714286,0.5,NA,Brabant,3150
677118,Apothek_677118,2,M,B,2,2,0,22809,0.5,0.5,0.428571429,0.5,0.044513879,Brabant,3128
357675,Apothek_357675,3,L,B,1,3,2,NA,0,0.5,0.714285714,0,NA,Brabant,1560
402769,Apothek_402769,2,H,C,2,1,-1,51500,1,0,0.285714286,0.5,0.100612784,Brabant,3120
906855,Apothek_906855,1,H,B,3,1,-2,50785,1,0.5,0.142857143,1,0.09921476,Brabant,1560
938363,Apothek_938363,3,L,B,1,5,4,16715,0,0.5,1,0,0.032598409,Brabant,3080
974063,Apothek_974063,2,M,C,2,4,2,6502,0.5,0,0.714285714,0.5,0.012629146,Brabant,3111
695263,Apothek_695263,3,L,B,1,2,1,NA,0,0.5,0.571428571,0,NA,Brabant,3271
933447,Apothek_933447,1,H,B,3,3,0,53227,1,0.5,0.428571429,1,0.103989551,Brabant,1830
396478,Apothek_396478,1,H,C,3,4,1,103309,1,0,0.571428571,1,0.201913827,Brabant,1880
380362,Apothek_380362,1,H,C,3,4,1,30899,1,0,0.571428571,1,0.060332085,Brabant,1800
894946,Apothek_894946,3,L,B,1,3,2,NA,0,0.5,0.714285714,0,NA,Brabant,1800
117613,Apothek_117613,2,M,C,2,4,2,24158,0.5,0,0.714285714,0.5,0.04715155,Brabant,1853
506865,Apothek_506865,1,H,C,3,4,1,29077,1,0,0.571428571,1,0.056769566,Brabant,1800
631007,Apothek_631007,3,L,B,1,2,1,61630,0,0.5,0.571428571,0,0.120419759,Brabant,1850
829586,Apothek_829586,2,H,C,2,4,2,NA,1,0,0.714285714,0.5,NA,Brabant,1851
554858,Apothek_554858,1,M,B,3,1,-2,55177,0.5,0.5,0.142857143,1,0.107802345,Brabant,1853
487627,Apothek_487627,2,M,B,2,0,-2,NA,0.5,0.5,0.142857143,0.5,NA,Brabant,1800
183452,Apothek_183452,1,H,B,3,2,-1,47453,1,0.5,0.285714286,1,0.092699771,Brabant,1800
565529,Apothek_565529,2,M,B,2,1,-1,45975,0.5,0.5,0.285714286,0.5,0.089809869,Brabant,1800
346961,Apothek_346961,1,H,B,3,3,0,73269,1,0.5,0.428571429,1,0.14317725,Brabant,1850
966628,Apothek_966628,1,H,B,3,4,1,19947,1,0.5,0.571428571,1,0.03891787,Brabant,1831
477684,Apothek_477684,3,L,C,1,3,2,NA,0,0,0.714285714,0,NA,Brabant,1831
246486,Apothek_246486,1,M,B,3,4,1,56859,0.5,0.5,0.571428571,1,0.111091124,Brabant,1800
665254,Apothek_665254,1,H,B,3,5,2,183737,1,0.5,0.714285714,1,0.359172995,Brabant,1880
949960,Apothek_949960,3,H,B,1,1,0,NA,1,0.5,0.428571429,0,NA,Brabant,1850
606467,Apothek_606467,2,M,B,2,0,-2,91860,0.5,0.5,0.142857143,0.5,0.179527839,Brabant,1853
730786,Apothek_730786,3,M,C,1,4,3,7679,0.5,0,0.857142857,0,0.014930509,Brabant,1830
661069,Apothek_661069,2,M,C,2,0,-2,2673,0.5,0,0.142857143,0.5,0.005142383,Brabant,1800
424693,Apothek_424693,3,M,B,1,4,3,29337,0.5,0.5,0.857142857,0,0.057277939,Brabant,1880
961545,Apothek_961545,1,M,B,3,4,1,50300,0.5,0.5,0.571428571,1,0.09826645,Brabant,1850
172888,Apothek_172888,1,H,B,3,1,-2,44008,1,0.5,0.142857143,1,0.085963835,Brabant,1853
281415,Apothek_281415,2,M,C,2,3,1,NA,0.5,0,0.571428571,0.5,NA,Brabant,1800
660858,Apothek_660858,2,M,C,2,4,2,31085,0.5,0,0.714285714,0.5,0.060695766,Brabant,1070
922890,Apothek_922890,2,M,C,2,1,-1,NA,0.5,0,0.285714286,0.5,NA,Brabant,1070
759297,Apothek_759297,1,H,C,3,0,-3,NA,1,0,0,1,NA,Brabant,1000
961210,Apothek_961210,3,M,C,1,3,2,NA,0.5,0,0.714285714,0,NA,Brabant,1070
509409,Apothek_509409,1,H,B,3,4,1,37763,1,0.5,0.571428571,1,0.073753119,Brabant,1000
342363,Apothek_342363,2,M,C,2,0,-2,NA,0.5,0,0.142857143,0.5,NA,Brabant,1082
559563,Apothek_559563,1,H,C,3,1,-2,49245,1,0,0.142857143,1,0.096203631,Brabant,1083
781400,Apothek_781400,3,M,C,1,5,4,NA,0.5,0,1,0,NA,Brabant,1000
112173,Apothek_112173,2,M,C,2,1,-1,NA,0.5,0,0.285714286,0.5,NA,Brabant,1030
654146,Apothek_654146,2,H,C,2,3,1,NA,1,0,0.571428571,0.5,NA,Brabant,1120
462505,Apothek_462505,2,M,C,2,5,3,37153,0.5,0,0.857142857,0.5,0.072560399,Brabant,1190
646460,Apothek_646460,2,M,B,2,1,-1,67911,0.5,0.5,0.285714286,0.5,0.132700866,Brabant,1080
717527,Apothek_717527,1,H,C,3,5,2,71271,1,0,0.714285714,1,0.139270603,Brabant,1070
920837,Apothek_920837,2,H,C,2,5,3,85631,1,0,0.857142857,0.5,0.167348407,Brabant,1090
129920,Apothek_129920,2,M,C,2,5,3,NA,0.5,0,0.857142857,0.5,NA,Brabant,1140
742015,Apothek_742015,2,H,C,2,0,-2,NA,1,0,0.142857143,0.5,NA,Brabant,1020
304177,Apothek_304177,1,H,C,3,3,0,19825,1,0,0.428571429,1,0.038679326,Brabant,1140
213838,Apothek_213838,2,M,B,2,2,0,18162,0.5,0.5,0.428571429,0.5,0.035427698,Brabant,1160
978607,Apothek_978607,2,H,B,2,1,-1,90762,1,0.5,0.285714286,0.5,0.177380943,Brabant,1080
965616,Apothek_965616,3,M,C,1,0,-1,NA,0.5,0,0.285714286,0,NA,Brabant,1140
934771,Apothek_934771,3,M,B,1,4,3,80887,0.5,0.5,0.857142857,0,0.158072564,Brabant,1090
129831,Apothek_129831,2,M,C,2,5,3,4470,0.5,0,0.857142857,0.5,0.00865602,Brabant,1040
584506,Apothek_584506,1,H,C,3,4,1,41701,1,0,0.571428571,1,0.081453007,Brabant,1030
390528,Apothek_390528,2,M,B,2,0,-2,10523,0.5,0.5,0.142857143,0.5,0.020491322,Brabant,1080
705295,Apothek_705295,2,H,B,2,1,-1,85060,1,0.5,0.285714286,0.5,0.166231943,Brabant,1130
197418,Apothek_197418,1,H,B,3,1,-2,10304,1,0.5,0.142857143,1,0.020063116,Brabant,1120
442093,Apothek_442093,1,H,B,3,2,-1,70883,1,0.5,0.285714286,1,0.138511955,Brabant,1080
866663,Apothek_866663,3,H,C,1,3,2,NA,1,0,0.714285714,0,NA,Brabant,1082
947646,Apothek_947646,3,M,C,1,5,4,31144,0.5,0,1,0,0.060811128,Brabant,1070
924030,Apothek_924030,3,L,A,1,5,4,12901,0,1,1,0,0.025140976,Brabant,1090
748069,Apothek_748069,2,M,C,2,4,2,NA,0.5,0,0.714285714,0.5,NA,Brabant,1082
818133,Apothek_818133,3,M,C,1,5,4,37992,0.5,0,1,0,0.074200878,Brabant,1080
535155,Apothek_535155,3,M,B,1,2,1,27668,0.5,0.5,0.571428571,0,0.054014579,Brabant,1000
815729,Apothek_815729,3,M,C,1,1,0,NA,0.5,0,0.428571429,0,NA,Brabant,1070
531275,Apothek_531275,3,M,C,1,3,2,NA,0.5,0,0.714285714,0,NA,Brabant,1030
632983,Apothek_632983,1,H,B,3,1,-2,4795,1,0.5,0.142857143,1,0.009291485,Brabant,1000
870799,Apothek_870799,2,M,C,2,3,1,4083,0.5,0,0.571428571,0.5,0.007899327,Brabant,1090
739030,Apothek_739030,3,L,B,1,4,3,12125,0,0.5,0.857142857,0,0.023623679,Brabant,1040
948632,Apothek_948632,3,M,C,1,2,1,NA,0.5,0,0.571428571,0,NA,Brabant,1030
101695,Apothek_101695,3,L,B,1,5,4,NA,0,0.5,1,0,NA,Brabant,1180
480941,Apothek_480941,3,M,C,1,5,4,NA,0.5,0,1,0,NA,Brabant,1180
881169,Apothek_881169,3,H,B,1,0,-1,NA,1,0.5,0.285714286,0,NA,Brabant,1070
191539,Apothek_191539,2,H,B,2,0,-2,NA,1,0.5,0.142857143,0.5,NA,Brabant,1040
239722,Apothek_239722,3,M,C,1,2,1,NA,0.5,0,0.571428571,0,NA,Brabant,1060
912075,Apothek_912075,3,L,B,1,1,0,NA,0,0.5,0.428571429,0,NA,Brabant,1040
353796,Apothek_353796,3,L,C,1,3,2,NA,0,0,0.714285714,0,NA,Brabant,1000
967019,Apothek_967019,3,M,C,1,5,4,NA,0.5,0,1,0,NA,Brabant,1000
843646,Apothek_843646,3,M,C,1,5,4,NA,0.5,0,1,0,NA,Brabant,1080
353195,Apothek_353195,1,H,B,3,5,2,27655,1,0.5,0.714285714,1,0.05398916,Brabant,1050
734565,Apothek_734565,2,M,C,2,5,3,16324,0.5,0,0.857142857,0.5,0.031833895,Brabant,1082
929931,Apothek_929931,3,L,C,1,5,4,NA,0,0,1,0,NA,Brabant,1070
738134,Apothek_738134,3,M,C,1,4,3,NA,0.5,0,0.857142857,0,NA,Brabant,1070
493237,Apothek_493237,2,M,B,2,1,-1,55000,0.5,0.5,0.285714286,0.5,0.10745626,Brabant,1050
548866,Apothek_548866,1,M,A,3,3,0,40076,0.5,1,0.428571429,1,0.078275679,Brabant,1200
552234,Apothek_552234,2,M,B,2,1,-1,145795,0.5,0.5,0.285714286,0.5,0.284985805,Brabant,1040
192969,Apothek_192969,3,M,C,1,0,-1,NA,0.5,0,0.285714286,0,NA,Brabant,1070
628366,Apothek_628366,3,M,C,1,5,4,18538,0.5,0,1,0,0.036162883,Brabant,1030
647040,Apothek_647040,3,L,C,1,2,1,75472,0,0,0.571428571,0,0.147484729,Brabant,1200
235281,Apothek_235281,3,M,A,1,1,0,NA,0.5,1,0.428571429,0,NA,Brabant,1180
587223,Apothek_587223,3,M,B,1,3,2,9010,0.5,0.5,0.714285714,0,0.017532986,Brabant,1110
872237,Apothek_872237,2,M,B,2,0,-2,NA,0.5,0.5,0.142857143,0.5,NA,Brabant,1083
494950,Apothek_494950,3,M,B,1,3,2,17906,0.5,0.5,0.714285714,0,0.034927146,Brabant,1190
603821,Apothek_603821,2,H,C,2,3,1,NA,1,0,0.571428571,0.5,NA,Brabant,1060
965989,Apothek_965989,3,L,C,1,2,1,71028,0,0,0.571428571,0,0.13879547,Brabant,1000
705469,Apothek_705469,3,L,C,1,0,-1,63889,0,0,0.285714286,0,0.124836734,Brabant,1620
310441,Apothek_310441,2,M,B,2,2,0,111822,0.5,0.5,0.428571429,0.5,0.218559116,Brabant,1140
119148,Apothek_119148,1,H,B,3,4,1,32795,1,0.5,0.571428571,1,0.064039293,Brabant,1000
275600,Apothek_275600,1,H,C,3,2,-1,11162,1,0,0.285714286,1,0.021740746,Brabant,1020
806187,Apothek_806187,3,M,C,1,4,3,62230,0.5,0,0.857142857,0,0.121592927,Brabant,1080
117159,Apothek_117159,1,H,C,3,3,0,47355,1,0,0.428571429,1,0.092508154,Brabant,1000
534291,Apothek_534291,2,M,B,2,0,-2,23574,0.5,0.5,0.142857143,0.5,0.046009667,Brabant,1040
364545,Apothek_364545,1,H,B,3,0,-3,18482,1,0.5,0,1,0.036053387,Brabant,1200
470348,Apothek_470348,2,M,C,2,2,0,14642,0.5,0,0.428571429,0.5,0.028545116,Brabant,1030
980496,Apothek_980496,2,M,B,2,2,0,NA,0.5,0.5,0.428571429,0.5,NA,Brabant,1050
254384,Apothek_254384,3,M,C,1,0,-1,NA,0.5,0,0.285714286,0,NA,Brabant,1000
587240,Apothek_587240,2,M,C,2,4,2,NA,0.5,0,0.714285714,0.5,NA,Brabant,1070
679625,Apothek_679625,3,M,C,1,2,1,NA,0.5,0,0.571428571,0,NA,Brabant,1080
461771,Apothek_461771,2,H,C,2,3,1,6861,1,0,0.571428571,0.5,0.013331091,Brabant,1030
330865,Apothek_330865,2,M,C,2,4,2,NA,0.5,0,0.714285714,0.5,NA,Brabant,1200
212042,Apothek_212042,3,M,C,1,3,2,NA,0.5,0,0.714285714,0,NA,Brabant,1060
738940,Apothek_738940,3,M,C,1,2,1,NA,0.5,0,0.571428571,0,NA,Brabant,1050
543800,Apothek_543800,3,M,C,1,4,3,14812,0.5,0,0.857142857,0,0.028877514,Brabant,1020
796114,Apothek_796114,1,H,B,3,5,2,15583,1,0.5,0.714285714,1,0.030385034,Brabant,1082
726133,Apothek_726133,3,M,C,1,0,-1,NA,0.5,0,0.285714286,0,NA,Brabant,1190
793065,Apothek_793065,2,H,B,2,3,1,NA,1,0.5,0.571428571,0.5,NA,Brabant,1050
915459,Apothek_915459,3,M,C,1,1,0,NA,0.5,0,0.428571429,0,NA,Brabant,1030
249823,Apothek_249823,1,H,C,3,4,1,15730,1,0,0.571428571,1,0.03067246,Brabant,1000
314234,Apothek_314234,3,M,C,1,2,1,NA,0.5,0,0.571428571,0,NA,Brabant,1070
946891,Apothek_946891,2,M,C,2,4,2,NA,0.5,0,0.714285714,0.5,NA,Brabant,1081
852577,Apothek_852577,1,H,C,3,5,2,94387,1,0,0.714285714,1,0.184468829,Brabant,1120
888842,Apothek_888842,3,M,B,1,0,-1,76924,0.5,0.5,0.285714286,0,0.150323794,Brabant,1050
631220,Apothek_631220,3,M,C,1,4,3,NA,0.5,0,0.857142857,0,NA,Brabant,1070
583346,Apothek_583346,3,M,C,1,1,0,NA,0.5,0,0.428571429,0,NA,Brabant,1000
971449,Apothek_971449,2,H,B,2,0,-2,13955,1,0.5,0.142857143,0.5,0.02720184,Brabant,1000
975830,Apothek_975830,2,H,C,2,4,2,NA,1,0,0.714285714,0.5,NA,Brabant,1080
570233,Apothek_570233,1,H,B,3,3,0,62948,1,0.5,0.428571429,1,0.122996817,Brabant,1140
750776,Apothek_750776,1,M,B,3,4,1,30736,0.5,0.5,0.571428571,1,0.060013374,Brabant,1020
123229,Apothek_123229,2,H,C,2,4,2,NA,1,0,0.714285714,0.5,NA,Brabant,1090
453987,Apothek_453987,3,L,B,1,5,4,88821,0,0.5,1,0,0.173585747,Brabant,1030
939038,Apothek_939038,3,M,C,1,2,1,NA,0.5,0,0.571428571,0,NA,Brabant,1070
325535,Apothek_325535,3,M,A,1,1,0,42299,0.5,1,0.428571429,0,0.082622264,Brabant,1050
506225,Apothek_506225,3,M,B,1,0,-1,62104,0.5,0.5,0.285714286,0,0.121346561,Brabant,1050
262105,Apothek_262105,3,M,B,1,0,-1,17286,0.5,0.5,0.285714286,0,0.033714873,Brabant,1200
230619,Apothek_230619,3,M,C,1,2,1,17868,0.5,0,0.571428571,0,0.034852846,Brabant,1080
656524,Apothek_656524,3,M,C,1,5,4,77434,0.5,0,1,0,0.151320986,Brabant,1030
124190,Apothek_124190,2,H,C,2,3,1,1024,1,0,0.571428571,0.5,0.001918129,Brabant,1070
934824,Apothek_934824,1,H,A,3,5,2,38638,1,1,0.714285714,1,0.075463988,Brabant,1050
971609,Apothek_971609,2,M,B,2,3,1,49062,0.5,0.5,0.571428571,0.5,0.095845815,Brabant,1140
194915,Apothek_194915,3,M,C,1,1,0,NA,0.5,0,0.428571429,0,NA,Brabant,1030
761870,Apothek_761870,2,H,C,2,2,0,NA,1,0,0.428571429,0.5,NA,Brabant,1000
